M尽/Ano Aprova豪o;Linha/Programa;Agente Financeiro;Tipo de Agricultura;Benefici㎎ios;Estado;Regi黍;Valor Aprovado R$;Nｼ de Opera惚es
10/2020;MODERINFRA;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;1.300.000,0;1
10/2020;MODERINFRA;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;3.873.928,4;2
10/2020;MODERINFRA;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;18.986.318,8;22
10/2020;MODERINFRA;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;2.723.760,1;2
10/2020;MODERINFRA;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;7.078.963,7;8
10/2020;MODERINFRA;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;365.500,0;2
10/2020;MODERINFRA;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;3.908.490,6;11
10/2020;MODERINFRA;BANCOOB;Agricultura Empresarial;Produtor Rural - Demais;ESPIRITO SANTO      ;SUDESTE             ;1.219.417,7;3
10/2020;MODERINFRA;BANCOOB;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;1.676.600,0;6
10/2020;MODERINFRA;BANCOOB;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;1.399.998,0;3
10/2020;MODERINFRA;BANCOOB;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;82.000,0;1
10/2020;MODERINFRA;BANRISUL;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;3.691.449,7;6
10/2020;MODERINFRA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;240.000,0;1
10/2020;MODERINFRA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;293.590,0;1
10/2020;MODERINFRA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;3.284.686,7;6
10/2020;MODERINFRA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;180.909,0;1
10/2020;MODERINFRA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;318.760,0;2
10/2020;MODERINFRA;BRDE;Agricultura Empresarial;Empresas Agro;SANTA CATARINA      ;SUL                 ;1.699.920,0;1
10/2020;MODERINFRA;BRDE;Agricultura Empresarial;Empresas Agro;SAO PAULO           ;SUDESTE             ;3.300.000,0;1
10/2020;MODERINFRA;BRDE;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;5.407.025,0;2
10/2020;MODERINFRA;BRDE;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;4.002.505,0;3
10/2020;MODERINFRA;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;ESPIRITO SANTO      ;SUDESTE             ;349.000,0;2
10/2020;MODERINFRA;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;812.000,0;2
10/2020;MODERINFRA;DLL;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;1.084.336,0;1
10/2020;MODERINFRA;DLL;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;2.261.241,7;2
10/2020;MODERINFRA;DLL;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;1.712.839,0;2
10/2020;MODERINFRA;DLL;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;1.825.100,0;4
10/2020;MODERINFRA;DLL;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;804.600,0;2
10/2020;MODERINFRA;RABOBANK;Agricultura Empresarial;Empresas Agro;MINAS GERAIS        ;SUDESTE             ;1.532.000,0;1
10/2020;MODERINFRA;RABOBANK;Agricultura Empresarial;Empresas Agro;SAO PAULO           ;SUDESTE             ;680.000,0;1
10/2020;MODERINFRA;RABOBANK;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;2.021.467,6;3
10/2020;MODERINFRA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;3.480.000,0;2
10/2020;MODERINFRA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;4.090.000,0;2
10/2020;MODERINFRA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;2.617.688,5;3
10/2020;MODERINFRA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;PARA                ;NORTE               ;1.479.000,0;1
10/2020;MODERINFRA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;3.740.500,0;6
10/2020;MODERINFRA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;6.523.714,2;16
10/2020;MODERINFRA;SICREDI;Agricultura Empresarial;Empresas Agro;RIO GRANDE DO SUL   ;SUL                 ;497.677,0;1
10/2020;MODERINFRA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;1.053.000,0;1
10/2020;MODERINFRA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;200.000,0;1
10/2020;MODERINFRA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;1.018.210,1;2
10/2020;MODERINFRA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;1.526.883,0;6
10/2020;MODERINFRA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;10.528.998,6;13
10/2020;MODERINFRA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;250.000,0;1
10/2020;MODERINFRA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;263.707,0;1
10/2020;PCA;BADESUL;Agricultura Empresarial;Cooperativa;RIO GRANDE DO SUL   ;SUL                 ;2.960.878,0;1
10/2020;PCA;BADESUL;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;2.930.909,5;1
10/2020;PCA;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;2.706.200,0;1
10/2020;PCA;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;3.392.554,1;3
10/2020;PCA;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;1.079.218,0;1
10/2020;PCA;BANCOOB;Agricultura Empresarial;Cooperativa;RONDONIA            ;NORTE               ;2.737.001,0;1
10/2020;PCA;BANCOOB;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;742.000,0;1
10/2020;PCA;BANCOOB;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;1.382.036,0;1
10/2020;PCA;BANCOOB;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;1.375.368,0;1
10/2020;PCA;BANCOOB;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;350.000,0;1
10/2020;PCA;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;845.883,0;2
10/2020;PCA;BRDE;Agricultura Empresarial;Cooperativa;RIO GRANDE DO SUL   ;SUL                 ;5.984.157,0;1
10/2020;PCA;BRDE;Agricultura Empresarial;Empresas Agro;RIO GRANDE DO SUL   ;SUL                 ;1.420.000,0;1
10/2020;PCA;BRDE;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;1.245.616,0;1
10/2020;PCA;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;ESPIRITO SANTO      ;SUDESTE             ;112.590,7;1
10/2020;PCA;DLL;Agricultura Empresarial;Empresas Agro;RIO GRANDE DO SUL   ;SUL                 ;10.000.000,0;1
10/2020;PCA;DLL;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;7.954.230,6;3
10/2020;PCA;DLL;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;4.575.300,0;2
10/2020;PCA;DLL;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;3.521.353,9;2
10/2020;PCA;DLL;Agricultura Empresarial;Produtor Rural - Demais;PIAUI               ;NORDESTE            ;4.300.000,0;1
10/2020;PCA;ITAU;Agricultura Empresarial;Cooperativa;MATO GROSSO DO SUL  ;CENTRO OESTE        ;1.280.368,0;1
10/2020;PCA;ITAU;Agricultura Empresarial;Produtor Rural - Demais;MARANHAO            ;NORDESTE            ;6.690.469,3;2
10/2020;PCA;ITAU;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;142.000,0;1
10/2020;PCA;RABOBANK;Agricultura Empresarial;Empresas Agro;MATO GROSSO         ;CENTRO OESTE        ;2.458.617,2;1
10/2020;PCA;RABOBANK;Agricultura Empresarial;Produtor Rural - Demais;BAHIA               ;NORDESTE            ;6.080.000,0;2
10/2020;PCA;RABOBANK;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;3.800.000,0;1
10/2020;PCA;RABOBANK;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;5.660.000,0;1
10/2020;PCA;SAFRA;Agricultura Empresarial;Cooperativa;PARANA              ;SUL                 ;42.892.040,0;1
10/2020;PCA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;5.391.816,0;1
10/2020;PCA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;510.059,0;1
10/2020;PCA;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;5.224.533,0;5
10/2020;PCA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;803.391,7;3
10/2020;PCA;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;RONDONIA            ;NORTE               ;997.119,5;2
10/2020;PCA Gr黍s;BADESUL;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;1.198.400,0;1
10/2020;PCA Gr黍s;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO DO SUL  ;CENTRO OESTE        ;2.657.405,0;1
10/2020;PCA Gr黍s;BANCO DO BRASIL;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;2.853.885,8;1
10/2020;PCA Gr黍s;BANCOOB;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;6.767.513,0;3
10/2020;PCA Gr黍s;BANCOOB;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;4.564.118,8;2
10/2020;PCA Gr黍s;BANCOOB;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;2.900.760,4;2
10/2020;PCA Gr黍s;BANCOOB;Agricultura Empresarial;Produtor Rural - Demais;RONDONIA            ;NORTE               ;701.919,8;1
10/2020;PCA Gr黍s;BANCOOB;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;465.000,0;1
10/2020;PCA Gr黍s;BRADESCO;Agricultura Empresarial;Empresas Agro;RIO GRANDE DO SUL   ;SUL                 ;232.187,4;1
10/2020;PCA Gr黍s;BRADESCO;Agricultura Empresarial;Empresas Agro;SAO PAULO           ;SUDESTE             ;837.000,0;1
10/2020;PCA Gr黍s;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;465.717,0;1
10/2020;PCA Gr黍s;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;PARA                ;NORTE               ;1.907.200,0;1
10/2020;PCA Gr黍s;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;859.320,0;1
10/2020;PCA Gr黍s;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;473.740,0;1
10/2020;PCA Gr黍s;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;298.935,7;2
10/2020;PCA Gr黍s;BRADESCO;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;647.920,0;1
10/2020;PCA Gr黍s;BRDE;Agricultura Empresarial;Cooperativa;SANTA CATARINA      ;SUL                 ;402.533,0;1
10/2020;PCA Gr黍s;BRDE;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;6.005.945,0;1
10/2020;PCA Gr黍s;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;ESPIRITO SANTO      ;SUDESTE             ;300.000,0;1
10/2020;PCA Gr黍s;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;463.972,0;1
10/2020;PCA Gr黍s;CRESOL BASER;Agricultura Empresarial;Produtor Rural - Demais;SANTA CATARINA      ;SUL                 ;630.000,0;1
10/2020;PCA Gr黍s;DLL;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;1.405.263,5;2
10/2020;PCA Gr黍s;DLL;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;2.946.472,0;4
10/2020;PCA Gr黍s;DLL;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;2.170.000,0;1
10/2020;PCA Gr黍s;DLL;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;4.200.000,0;2
10/2020;PCA Gr黍s;ITAU;Agricultura Empresarial;Cooperativa;MATO GROSSO DO SUL  ;CENTRO OESTE        ;1.280.368,0;1
10/2020;PCA Gr黍s;RABOBANK;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;11.357.426,0;2
10/2020;PCA Gr黍s;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;2.500.000,0;1
10/2020;PCA Gr黍s;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;5.072.374,4;2
10/2020;PCA Gr黍s;SANTANDER;Agricultura Empresarial;Produtor Rural - Demais;TOCANTINS           ;NORTE               ;1.500.000,0;1
10/2020;PCA Gr黍s;SICREDI;Agricultura Empresarial;Cooperativa;RIO GRANDE DO SUL   ;SUL                 ;1.928.438,1;1
10/2020;PCA Gr黍s;SICREDI;Agricultura Empresarial;Empresas Agro;PARANA              ;SUL                 ;1.001.804,9;1
10/2020;PCA Gr黍s;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;GOIAS               ;CENTRO OESTE        ;1.000.000,0;1
10/2020;PCA Gr黍s;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MATO GROSSO         ;CENTRO OESTE        ;4.204.500,0;2
10/2020;PCA Gr黍s;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;MINAS GERAIS        ;SUDESTE             ;793.000,0;1
10/2020;PCA Gr黍s;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;PARANA              ;SUL                 ;7.382.446,3;7
10/2020;PCA Gr黍s;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;RIO GRANDE DO SUL   ;SUL                 ;31.003.194,4;26
10/2020;PCA Gr黍s;SICREDI;Agricultura Empresarial;Produtor Rural - Demais;SAO PAULO           ;SUDESTE             ;315.320,4;1
10/2020;PROCAPAGRO Giro;DAYCOVAL;Agricultura Empresarial;Cooperativa;MATO GROSSO DO SUL  ;CENTRO OESTE        ;5.000.000,0;1
10/2020;PRODECOOP;ABC BRASIL;Agricultura Empresarial;Cooperativa;SANTA CATARINA      ;SUL                 ;51.322.296,0;4
10/2020;PRODECOOP;BNDES;Agricultura Empresarial;Cooperativa;SANTA CATARINA      ;SUL                 ;58.856.000,0;2
10/2020;PRODECOOP;BRDE;Agricultura Empresarial;Cooperativa;MATO GROSSO DO SUL  ;CENTRO OESTE        ;8.796.127,0;1
10/2020;PRODECOOP;BRDE;Agricultura Empresarial;Cooperativa;SANTA CATARINA      ;SUL                 ;57.274.206,0;6
10/2020;PRODECOOP;DLL;Agricultura Empresarial;Cooperativa;MINAS GERAIS        ;SUDESTE             ;4.796.451,0;1
10/2020;PRODECOOP;SAFRA;Agricultura Empresarial;Cooperativa;SANTA CATARINA      ;SUL                 ;69.914.774,0;4
10/2020;PRONAF B;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;BAHIA               ;NORDESTE            ;55.000,0;11
10/2020;PRONAF B;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;PERNAMBUCO          ;NORDESTE            ;34.996,0;7
10/2020;PRONAF B;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;5.000,0;1
10/2020;PRONAF Caminhonetes e Motos;BANCOOB;Agricultura Familiar;Produtor Rural - Agricultor Familiar;ESPIRITO SANTO      ;SUDESTE             ;463.903,2;10
10/2020;PRONAF Caminhonetes e Motos;BANCOOB;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MINAS GERAIS        ;SUDESTE             ;156.029,0;4
10/2020;PRONAF Caminhonetes e Motos;BANCOOB;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;122.187,0;3
10/2020;PRONAF Caminhonetes e Motos;BANRISUL;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;269.946,8;6
10/2020;PRONAF Caminhonetes e Motos;BRDE;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;19.217,6;1
10/2020;PRONAF Caminhonetes e Motos;BRDE;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;61.732,0;1
10/2020;PRONAF Caminhonetes e Motos;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;ESPIRITO SANTO      ;SUDESTE             ;47.929,8;1
10/2020;PRONAF Caminhonetes e Motos;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MINAS GERAIS        ;SUDESTE             ;453.313,4;15
10/2020;PRONAF Caminhonetes e Motos;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;PARANA              ;SUL                 ;155.960,0;4
10/2020;PRONAF Caminhonetes e Motos;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;92.587,3;4
10/2020;PRONAF Caminhonetes e Motos;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;106.472,0;2
10/2020;PRONAF Caminhonetes e Motos;CRESOL SC-RS;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;97.276,0;4
10/2020;PRONAF Caminhonetes e Motos;CRESOL SICOPER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;58.987,0;1
10/2020;PRONAF Caminhonetes e Motos;SICREDI;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MATO GROSSO         ;CENTRO OESTE        ;101.485,0;2
10/2020;PRONAF Caminhonetes e Motos;SICREDI;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MINAS GERAIS        ;SUDESTE             ;141.960,0;3
10/2020;PRONAF Caminhonetes e Motos;SICREDI;Agricultura Familiar;Produtor Rural - Agricultor Familiar;PARANA              ;SUL                 ;364.844,0;10
10/2020;PRONAF Caminhonetes e Motos;SICREDI;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;410.384,0;12
10/2020;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;AMAZONAS            ;NORTE               ;224.740,0;5
10/2020;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MATO GROSSO DO SUL  ;CENTRO OESTE        ;103.660,0;1
10/2020;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;MINAS GERAIS        ;SUDESTE             ;46.368,8;2
10/2020;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;PARANA              ;SUL                 ;5.917.243,4;200
10/2020;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RIO GRANDE DO SUL   ;SUL                 ;36.022,3;2
10/2020;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;RONDONIA            ;NORTE               ;586.580,5;17
10/2020;PRONAF Custeio Faixa 1;CRESOL BASER;Agricultura Familiar;Produtor Rural - Agricultor Familiar;SANTA CATARINA      ;SUL                 ;768.111,7;22
